Project_ID,Project_Name,Site_Location,Contractor_Name,Supplier_Name,Material_Category,Material_Description,PO_Number,PO_Date,Requested_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Budgeted_Cost,Cost_Variance,Cost_Variance_Pct,Currency,Lead_Time_Days,Risk_Level,Buyer
PRJ1464,Office Building F,Larissa,Atlas Engineering Contractors,Helios Logistics Services,Timber,Formwork timber,PO200677,2023-11-01,2023-10-04,2023-11-06,186,134.24,24968.64,23348.77,1619.87,6.94,EUR,33,Medium,Buyer B
PRJ1447,Metro Station Upgrade E,Thessaloniki,Delta Infrastructure Services,Alpha Cement Supplies,Electrical,Industrial cables,PO200678,2024-06-09,2024-06-04,2024-08-26,215,311.04,66873.6,69344.7,-2471.1,-3.56,EUR,83,Medium,Buyer D
PRJ1194,Industrial Warehouse D,Patras,Delta Infrastructure Services,Helios Logistics Services,Concrete,Concrete additives,PO200679,2023-05-23,2023-05-14,2023-08-16,215,77.78,16722.7,16522.35,200.35,1.21,EUR,94,Medium,Buyer C
PRJ1577,Residential Tower A,Heraklion,Helios Civil Works,Nordic Timber Solutions,Timber,Wood panels,PO200680,2024-02-19,2024-02-07,2024-03-09,297,265.85,78957.45,85021.48,-6064.03,-7.13,EUR,31,Low,Buyer B
PRJ1974,Industrial Warehouse D,Thessaloniki,Orion Build Partners,Nordic Timber Solutions,HVAC,HVAC filters,PO200681,2024-05-27,2024-05-10,2024-08-21,294,1502.3,441676.2,418029.98,23646.22,5.66,EUR,103,High,Buyer C
PRJ1067,Commercial Complex B,Patras,Delta Infrastructure Services,Delta Plumbing Materials,Steel,Rebar steel,PO200682,2024-01-08,2023-12-27,2024-01-22,496,1269.19,629518.24,575136.33,54381.91,9.46,EUR,26,Medium,Buyer D
PRJ1109,Metro Station Upgrade E,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,Plumbing,Valves,PO200683,2024-07-19,2024-07-02,2024-09-29,393,25.74,10115.82,8942.19,1173.63,13.12,EUR,89,High,Buyer B
PRJ1754,Commercial Complex B,Volos,Helios Civil Works,Gamma Electrical Systems,Concrete,Ready-mix concrete,PO200684,2023-09-16,2023-08-23,2023-10-06,497,109.94,54640.18,58776.47,-4136.29,-7.04,EUR,44,Low,Buyer A
PRJ1832,Industrial Warehouse D,Thessaloniki,Apex Construction Group,Gamma Electrical Systems,Concrete,Concrete additives,PO200685,2024-10-17,2024-10-08,2024-11-21,393,67.42,26496.06,23575.46,2920.6,12.39,EUR,44,High,Buyer D
PRJ1735,Metro Station Upgrade E,Volos,Helios Civil Works,Helios Logistics Services,Logistics,Site delivery service,PO200686,2024-04-15,2024-03-31,2024-04-25,469,1451.03,680533.07,599677.45,80855.62,13.48,EUR,25,High,Buyer B
PRJ1210,Industrial Warehouse D,Larissa,Atlas Engineering Contractors,Alpha Cement Supplies,Electrical,Industrial cables,PO200687,2023-01-12,2023-01-04,2023-01-31,244,238.54,58203.76,50697.25,7506.51,14.81,EUR,27,High,Buyer A
PRJ1076,Hotel Renovation C,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Logistics,Crane service,PO200688,2023-11-26,2023-11-18,2024-01-28,78,697.87,54433.86,54156.48,277.38,0.51,EUR,71,Medium,Buyer C
PRJ1925,Residential Tower A,Heraklion,Orion Build Partners,Omega HVAC Equipment,Logistics,Material transport,PO200689,2023-12-24,2023-12-09,2024-01-23,156,1452.82,226639.92,219689.33,6950.59,3.16,EUR,45,Low,Buyer C
PRJ1433,Office Building F,Thessaloniki,Atlas Engineering Contractors,Gamma Electrical Systems,HVAC,Air handling units,PO200690,2024-02-12,2024-01-31,2024-04-24,409,3520.74,1439982.66,1388110.58,51872.08,3.74,EUR,84,Medium,Buyer B
PRJ1271,Office Building F,Thessaloniki,Atlas Engineering Contractors,Helios Logistics Services,Timber,Plywood sheets,PO200691,2024-10-29,2024-10-11,2024-11-03,359,242.77,87154.43,79952.67,7201.76,9.01,EUR,23,Medium,Buyer B
PRJ1735,Hotel Renovation C,Heraklion,Helios Civil Works,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200692,2024-01-08,2023-12-31,2024-01-22,334,115.62,38617.08,38509.27,107.81,0.28,EUR,22,Low,Buyer A
PRJ1325,Residential Tower A,Athens,Orion Build Partners,Nordic Timber Solutions,Safety Equipment,Protective gloves,PO200693,2023-01-08,2022-12-24,2023-03-01,296,103.93,30763.28,27104.11,3659.17,13.5,EUR,67,High,Buyer C
PRJ1792,Metro Station Upgrade E,Athens,Helios Civil Works,Delta Plumbing Materials,Concrete,Ready-mix concrete,PO200694,2023-05-02,2023-04-16,2023-07-24,13,59.53,773.89,865.62,-91.73,-10.6,EUR,99,High,Buyer B
PRJ1187,Industrial Warehouse D,Heraklion,Apex Construction Group,Gamma Electrical Systems,Logistics,Crane service,PO200695,2023-12-14,2023-12-01,2024-01-05,208,357.88,74439.04,69630.75,4808.29,6.91,EUR,35,Medium,Buyer C
PRJ1356,Commercial Complex B,Patras,Delta Infrastructure Services,Atlas Safety Equipment,Timber,Formwork timber,PO200696,2024-11-06,2024-10-10,2025-01-07,399,280.3,111839.7,95816.96,16022.74,16.72,EUR,89,High,Buyer C
PRJ1747,Commercial Complex B,Volos,Atlas Engineering Contractors,Beta Steel Trading,Safety Equipment,Protective gloves,PO200697,2023-03-31,2023-03-14,2023-06-06,282,24.74,6976.68,6851.56,125.12,1.83,EUR,84,Medium,Buyer B
PRJ1459,Office Building F,Athens,Delta Infrastructure Services,Atlas Safety Equipment,Concrete,Concrete additives,PO200698,2024-10-09,2024-09-13,2024-11-18,111,207.13,22991.43,24961.81,-1970.38,-7.89,EUR,66,Medium,Buyer B
PRJ1442,Industrial Warehouse D,Thessaloniki,Helios Civil Works,Helios Logistics Services,HVAC,Ventilation ducts,PO200699,2024-11-28,2024-10-30,2025-01-18,370,2042.07,755565.9,845246.47,-89680.57,-10.61,EUR,80,Medium,Buyer B
PRJ1025,Commercial Complex B,Larissa,Atlas Engineering Contractors,Delta Plumbing Materials,Concrete,Ready-mix concrete,PO200700,2023-11-12,2023-10-20,2023-12-16,60,159.76,9585.6,10042.93,-457.33,-4.55,EUR,57,Low,Buyer A
PRJ1268,Metro Station Upgrade E,Volos,Apex Construction Group,Alpha Cement Supplies,Safety Equipment,Helmets,PO200701,2023-06-27,2023-05-31,2023-08-11,433,116.84,50591.72,51423.84,-832.12,-1.62,EUR,72,Medium,Buyer A
PRJ1952,Residential Tower A,Heraklion,Orion Build Partners,Omega HVAC Equipment,Logistics,Material transport,PO200702,2024-06-23,2024-06-04,2024-06-30,147,1158.6,170314.2,177436.05,-7121.85,-4.01,EUR,26,Low,Buyer A
PRJ1178,Metro Station Upgrade E,Volos,Helios Civil Works,Nordic Timber Solutions,Plumbing,PVC pipes,PO200703,2023-02-10,2023-01-19,2023-04-15,434,255.16,110739.44,120350.21,-9610.77,-7.99,EUR,86,Medium,Buyer D
PRJ1065,Residential Tower A,Volos,Orion Build Partners,Alpha Cement Supplies,Electrical,Electrical panels,PO200704,2024-12-04,2024-11-26,2024-12-28,280,730.27,204475.6,213978.02,-9502.42,-4.44,EUR,32,Low,Buyer A
PRJ1543,Hotel Renovation C,Heraklion,Apex Construction Group,Gamma Electrical Systems,Plumbing,PVC pipes,PO200705,2024-05-16,2024-04-29,2024-07-20,94,274.95,25845.3,27098.21,-1252.91,-4.62,EUR,82,Medium,Buyer C
PRJ1759,Residential Tower A,Patras,Orion Build Partners,Delta Plumbing Materials,HVAC,Ventilation ducts,PO200706,2023-05-25,2023-05-09,2023-07-29,341,1215.99,414652.59,385854.98,28797.61,7.46,EUR,81,Medium,Buyer B
PRJ1555,Hotel Renovation C,Patras,Delta Infrastructure Services,Atlas Safety Equipment,Safety Equipment,Helmets,PO200707,2023-07-20,2023-07-05,2023-08-10,331,36.98,12240.38,12133.1,107.28,0.88,EUR,36,Low,Buyer C
PRJ1685,Commercial Complex B,Volos,Helios Civil Works,Nordic Timber Solutions,Plumbing,PVC pipes,PO200708,2024-12-24,2024-12-06,2025-03-18,469,77.74,36460.06,41764.22,-5304.16,-12.7,EUR,102,High,Buyer D
PRJ1461,Hotel Renovation C,Larissa,Atlas Engineering Contractors,Beta Steel Trading,Plumbing,Valves,PO200709,2024-04-05,2024-03-29,2024-05-22,322,164.91,53101.02,52993.45,107.57,0.2,EUR,54,Low,Buyer D
PRJ1653,Hotel Renovation C,Athens,Atlas Engineering Contractors,Omega HVAC Equipment,Logistics,Crane service,PO200710,2024-07-11,2024-06-29,2024-08-27,205,437.35,89656.75,90391.33,-734.58,-0.81,EUR,59,Low,Buyer D
PRJ1080,Hotel Renovation C,Athens,Delta Infrastructure Services,Helios Logistics Services,Timber,Formwork timber,PO200711,2024-06-30,2024-06-05,2024-09-24,258,194.13,50085.54,43996.22,6089.32,13.84,EUR,111,High,Buyer B
PRJ1619,Residential Tower A,Athens,Helios Civil Works,Alpha Cement Supplies,Safety Equipment,Protective gloves,PO200712,2023-09-10,2023-08-18,2023-12-01,107,100.91,10797.37,9237.3,1560.07,16.89,EUR,105,High,Buyer D
PRJ1826,Residential Tower A,Athens,Helios Civil Works,Delta Plumbing Materials,Safety Equipment,Protective gloves,PO200713,2024-01-25,2024-01-01,2024-03-23,254,48.82,12400.28,13031.25,-630.97,-4.84,EUR,82,Medium,Buyer A
PRJ1625,Industrial Warehouse D,Thessaloniki,Delta Infrastructure Services,Delta Plumbing Materials,Plumbing,Valves,PO200714,2024-08-16,2024-07-24,2024-08-21,467,172.27,80450.09,75737.99,4712.1,6.22,EUR,28,Medium,Buyer D
PRJ1184,Commercial Complex B,Athens,Atlas Engineering Contractors,Helios Logistics Services,HVAC,Air handling units,PO200715,2023-09-13,2023-08-21,2023-11-07,260,2201.44,572374.4,495981.24,76393.16,15.4,EUR,78,High,Buyer B
PRJ1417,Industrial Warehouse D,Larissa,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Safety barriers,PO200716,2024-12-09,2024-11-25,2025-02-10,1,116.6,116.6,107.07,9.53,8.9,EUR,77,Medium,Buyer D
PRJ1233,Industrial Warehouse D,Larissa,Delta Infrastructure Services,Gamma Electrical Systems,Concrete,Concrete additives,PO200717,2024-03-25,2024-03-05,2024-04-12,219,191.08,41846.52,46144.63,-4298.11,-9.31,EUR,38,Low,Buyer A
PRJ1759,Industrial Warehouse D,Patras,Apex Construction Group,Delta Plumbing Materials,Steel,Rebar steel,PO200718,2023-01-10,2022-12-13,2023-02-24,227,913.81,207434.87,182168.74,25266.13,13.87,EUR,73,High,Buyer B
PRJ1144,Residential Tower A,Larissa,Apex Construction Group,Delta Plumbing Materials,Electrical,Industrial cables,PO200719,2023-08-30,2023-08-11,2023-10-19,278,306.01,85070.78,81709.52,3361.26,4.11,EUR,69,Medium,Buyer C
PRJ1985,Office Building F,Athens,Delta Infrastructure Services,Delta Plumbing Materials,Timber,Formwork timber,PO200720,2023-09-08,2023-09-05,2023-10-21,161,214.15,34478.15,38313.47,-3835.32,-10.01,EUR,46,Low,Buyer D
PRJ1467,Metro Station Upgrade E,Larissa,Apex Construction Group,Beta Steel Trading,Steel,Rebar steel,PO200721,2023-01-05,2022-12-21,2023-02-19,387,386.48,149567.76,159685.03,-10117.27,-6.34,EUR,60,Low,Buyer D
PRJ1956,Commercial Complex B,Larissa,Apex Construction Group,Omega HVAC Equipment,HVAC,Air handling units,PO200722,2023-04-29,2023-04-20,2023-07-09,408,3152.03,1286028.24,1158811.43,127216.81,10.98,EUR,80,Medium,Buyer D
PRJ1806,Commercial Complex B,Thessaloniki,Helios Civil Works,Alpha Cement Supplies,HVAC,HVAC filters,PO200723,2024-01-09,2023-12-23,2024-03-25,436,4894.01,2133788.36,904795.79,1228992.57,135.83,EUR,93,High,Buyer B
PRJ1383,Commercial Complex B,Thessaloniki,Orion Build Partners,Beta Steel Trading,Logistics,Material transport,PO200724,2023-03-06,2023-03-03,2023-04-12,200,1747.29,349458.0,299405.33,50052.67,16.72,EUR,40,High,Buyer B
PRJ1846,Metro Station Upgrade E,Patras,Helios Civil Works,Alpha Cement Supplies,Concrete,Cement bags,PO200725,2023-05-26,2023-05-05,2023-06-02,218,113.78,24804.04,26505.21,-1701.17,-6.42,EUR,28,Low,Buyer D
PRJ1918,Hotel Renovation C,Athens,Delta Infrastructure Services,Nordic Timber Solutions,Concrete,Cement bags,PO200726,2023-08-12,2023-08-08,2023-08-29,199,80.8,16079.2,17699.67,-1620.47,-9.16,EUR,21,Low,Buyer A
PRJ1490,Metro Station Upgrade E,Volos,Apex Construction Group,Delta Plumbing Materials,Concrete,Ready-mix concrete,PO200727,2023-08-27,2023-07-31,2023-09-25,481,50.73,24401.13,27982.36,-3581.23,-12.8,EUR,56,Low,Buyer B
PRJ1264,Residential Tower A,Larissa,Delta Infrastructure Services,Alpha Cement Supplies,Plumbing,PVC pipes,PO200728,2023-06-26,2023-06-21,2023-09-22,87,292.4,25438.8,26674.9,-1236.1,-4.63,EUR,93,Medium,Buyer C
PRJ1992,Residential Tower A,Larissa,Orion Build Partners,Gamma Electrical Systems,HVAC,Air handling units,PO200729,2023-10-09,2023-09-15,2023-10-17,128,6863.63,878544.64,418960.72,459583.92,109.7,EUR,32,High,Buyer B
PRJ1320,Office Building F,Heraklion,Atlas Engineering Contractors,Delta Plumbing Materials,Plumbing,PVC pipes,PO200730,2023-03-04,2023-02-10,2023-03-27,468,197.89,92612.52,87001.29,5611.23,6.45,EUR,45,Medium,Buyer C
PRJ1457,Hotel Renovation C,Athens,Orion Build Partners,Alpha Cement Supplies,Logistics,Material transport,PO200731,2023-08-05,2023-07-14,2023-10-07,97,3208.52,311226.44,120301.24,190925.2,158.71,EUR,85,High,Buyer D
PRJ1443,Commercial Complex B,Athens,Helios Civil Works,Alpha Cement Supplies,Logistics,Site delivery service,PO200732,2024-11-19,2024-10-21,2024-12-11,33,357.7,11804.1,13008.11,-1204.01,-9.26,EUR,51,Low,Buyer B
PRJ1690,Metro Station Upgrade E,Athens,Helios Civil Works,Omega HVAC Equipment,HVAC,Air handling units,PO200733,2024-04-05,2024-03-31,2024-04-17,25,2870.18,71754.5,64780.82,6973.68,10.77,EUR,17,Medium,Buyer C
PRJ1368,Residential Tower A,Volos,Atlas Engineering Contractors,Helios Logistics Services,Logistics,Material transport,PO200734,2024-09-01,2024-08-15,2024-11-24,38,1844.95,70108.1,65813.76,4294.34,6.52,EUR,101,High,Buyer D
PRJ1268,Residential Tower A,Patras,Atlas Engineering Contractors,Alpha Cement Supplies,Plumbing,PVC pipes,PO200735,2023-04-15,2023-04-08,2023-05-06,64,292.89,18744.96,19736.88,-991.92,-5.03,EUR,28,Low,Buyer B
PRJ1612,Metro Station Upgrade E,Athens,Helios Civil Works,Atlas Safety Equipment,Steel,Metal frames,PO200736,2023-04-09,2023-03-26,2023-06-08,393,717.02,281788.86,302979.58,-21190.72,-6.99,EUR,74,Medium,Buyer A
PRJ1566,Commercial Complex B,Athens,Delta Infrastructure Services,Helios Logistics Services,Timber,Wood panels,PO200737,2024-05-25,2024-04-30,2024-08-04,487,111.8,54446.6,47199.76,7246.84,15.35,EUR,96,High,Buyer B
PRJ1948,Commercial Complex B,Thessaloniki,Delta Infrastructure Services,Gamma Electrical Systems,Safety Equipment,Safety barriers,PO200738,2024-01-20,2023-12-27,2024-03-25,256,81.4,20838.4,20735.39,103.01,0.5,EUR,89,Medium,Buyer C
PRJ1125,Residential Tower A,Patras,Delta Infrastructure Services,Omega HVAC Equipment,HVAC,Air handling units,PO200739,2024-02-09,2024-01-11,2024-02-21,193,3003.29,579634.97,609089.48,-29454.51,-4.84,EUR,41,Low,Buyer B
PRJ1207,Metro Station Upgrade E,Larissa,Delta Infrastructure Services,Nordic Timber Solutions,Concrete,Cement bags,PO200740,2024-06-01,2024-05-05,2024-06-11,403,144.4,58193.2,64669.54,-6476.34,-10.01,EUR,37,Low,Buyer D
PRJ1077,Residential Tower A,Patras,Atlas Engineering Contractors,Nordic Timber Solutions,Electrical,Industrial cables,PO200741,2024-04-20,2024-03-25,2024-07-15,420,469.86,197341.2,224851.97,-27510.77,-12.24,EUR,112,High,Buyer C
PRJ1449,Metro Station Upgrade E,Thessaloniki,Orion Build Partners,Alpha Cement Supplies,Logistics,Site delivery service,PO200742,2024-12-09,2024-11-30,2025-02-18,338,1688.51,570716.38,537541.65,33174.73,6.17,EUR,80,Medium,Buyer C
PRJ1720,Industrial Warehouse D,Athens,Orion Build Partners,Omega HVAC Equipment,Electrical,Cable trays,PO200743,2024-10-06,2024-09-23,2024-11-15,143,146.35,20928.05,23092.8,-2164.75,-9.37,EUR,53,Low,Buyer A
PRJ1687,Office Building F,Heraklion,Atlas Engineering Contractors,Nordic Timber Solutions,HVAC,HVAC filters,PO200744,2024-03-12,2024-02-12,2024-06-02,87,1619.77,140919.99,121094.95,19825.04,16.37,EUR,111,High,Buyer A
PRJ1279,Hotel Renovation C,Volos,Helios Civil Works,Beta Steel Trading,HVAC,Air handling units,PO200745,2023-01-23,2023-01-07,2023-04-14,316,1345.76,425260.16,368532.55,56727.61,15.39,EUR,97,High,Buyer A
PRJ1989,Commercial Complex B,Volos,Atlas Engineering Contractors,Alpha Cement Supplies,HVAC,HVAC filters,PO200746,2024-07-18,2024-06-28,2024-09-11,124,3419.62,424032.88,455611.3,-31578.42,-6.93,EUR,75,Medium,Buyer C
PRJ1336,Office Building F,Larissa,Delta Infrastructure Services,Beta Steel Trading,Electrical,Industrial cables,PO200747,2024-11-07,2024-10-28,2025-01-10,86,148.27,12751.22,13937.62,-1186.4,-8.51,EUR,74,Medium,Buyer C
PRJ1632,Hotel Renovation C,Thessaloniki,Apex Construction Group,Beta Steel Trading,Plumbing,PVC pipes,PO200748,2024-12-14,2024-11-28,2025-02-28,24,202.59,4862.16,5206.33,-344.17,-6.61,EUR,92,Medium,Buyer D
PRJ1745,Industrial Warehouse D,Volos,Apex Construction Group,Beta Steel Trading,Plumbing,PVC pipes,PO200749,2024-04-02,2024-03-29,2024-06-06,298,215.16,64117.68,67736.18,-3618.5,-5.34,EUR,69,Medium,Buyer B
